# Dépenses fiscales (« niches ») — annexe Voies et Moyens tome II, PLF 2023.
#
# POURQUOI CE FICHIER : c'est la part de l'argent public qui « sort » sans
# bénéficiaire nominatif — l'État en connaît le coût PAR DISPOSITIF mais ne
# publie (et souvent ne connaît) aucun bénéficiaire ligne à ligne. Ce fichier
# alimente la décomposition de l'estimation affichée sur l'accueil.
#
# Source officielle : PLF 2023, Évaluation des Voies et Moyens tome II,
# publié sur data.economie.gouv.fr (dataset
# plf2023_voies_et_moyens_t2_liste_des_depenses_fiscales, XLSX joint,
# onglets « Chiffrages » et « Bénéficiaires » fusionnés par numéro).
# DERNIER MILLÉSIME MACHINE-READABLE : le PLF 2024 ne publie que la liste
# sans chiffrage, les PLF 2025-2026 uniquement des PDF (constat 2026-07-04).
#
# Montants en MILLIONS d'euros. Légende officielle : « - » = aucun effet,
# « ε » = < 0,5 M€, « nc » = non calculé. La colonne la plus complète est la
# réalisation 2021 (333 dispositifs chiffrés sur 465).
impot_categorie;sous_categorie;sous_sous_categorie;numero;libelle;chiffrage_2021_realisation_Meur;chiffrage_2022_prevision_Meur;chiffrage_2023_prevision_Meur;beneficiaires_nature;beneficiaires_nombre
Impôt sur les sociétés;Exonérations;Exonérations de produits;300206;Exonérations des produits retirés par les sociétés d'investissements immobiliers cotées, ainsi que par leurs filiales ou des filiales de sociétés de placement à prépondérance immobilière à capital variable ou des filiales conjointes de ces dernières sociétés, et provenant de la location d'immeubles, de la sous-location des immeubles pris en crédit bail ou dont la jouissance a été conférée à titre temporaire par l'Etat, une collectivité territoriale ou leurs établissements publics, de certains droits réels immobiliers et de certaines plus-values de cession;710;655;nc;Entreprises;431
Impôt sur les sociétés;Exonérations;Exonérations de produits;300208;Exonération des établissements publics de recherche, des établissements publics d'enseignement supérieur, des personnes morales créées pour la gestion d'un pôle de recherche et d'enseignement supérieur et des fondations d'utilité publique du secteur de la recherche pour leurs revenus tirés d'activités relevant d'une mission de service public;nc;nc;nc;Entreprises;Non déterminé
Impôt sur les sociétés;Exonérations;Exonérations de produits;300209;Exonération des droits d'adhésion perçus par les sociétés d'assurance mutuelles;5;6;6;Entreprises;25
Impôt sur les sociétés;Exonérations;Exonérations de produits;300210;Exonération des sociétés de placement à prépondérance immobilière à capital variable (SPPICAV);660;675;nc;Entreprises;254
Impôt sur les sociétés;Exonérations;Exonérations de produits;300211;Exonération en matière d'impôt sur les sociétés des revenus patrimoniaux perçus par les fondations reconnues d'utilité publique et les fonds de dotation au titre des activités non lucratives;118;118;118;Entreprises;4394
Impôt sur les sociétés;Exonérations;Exonérations géographiques;300303;Exonération, sur agrément, des bénéfices réinvestis dans l'entreprise pour les sociétés de recherche et d'exploitation minière dans les départements d'outre-mer;0;1;1;Entreprises;0
Impôt sur les sociétés;Provisions et amortissements;Amortissements;310206;Amortissement exceptionnel sur cinq ans des investissements réalisés dans les petites et moyennes entreprises innovantes;1;1;1;Entreprises;61
Impôt sur les sociétés;Modalités particulières d'imposition;;320105;Taxation à taux réduit de certains revenus mobiliers perçus par des organismes sans but lucratif;37;39;41;Entreprises;5277
Impôt sur les sociétés;Modalités particulières d'imposition;;320113;Déduction des investissements productifs réalisés dans les départements et collectivités d'outre-mer et des souscriptions au capital de sociétés qui réalisent de tels investissements;34;29;25;Entreprises;860
Impôt sur les sociétés;Modalités particulières d'imposition;;320115;Non-assujettissement à l'impôt sur les sociétés des résultats des activités des associations conventionnées (art. L. 5132-7 du code du travail) et des associations de services aux personnes agréées (art. L. 7232-1 du code du travail) ou autorisées (art. L. 313-1 du code de l'action sociale et des familles) et taxation au taux réduit des revenus de leur patrimoine foncier, agricole et mobilier;20;20;20;Entreprises et ménages;Non déterminé
Impôt sur les sociétés;Modalités particulières d'imposition;;320116;Franchise d'impôt sur les sociétés pour les activités lucratives accessoires de certains organismes sans but lucratif lorsque les recettes correspondantes n'excèdent pas une limite indexée, chaque année, sur la prévision de l'indice des prix à la consommation, hors tabac, retenue dans le projet de loi de finances;nc;nc;nc;Entreprises;Non déterminé
Impôt sur les sociétés;Modalités particulières d'imposition;;320118;Réduction d'impôt sur les sociétés pour les entreprises ayant effectué des versements en faveur de l'achat de Trésors Nationaux et autres biens culturels spécifiques;10;6;39;Entreprises;9
Impôt sur les sociétés;Modalités particulières d'imposition;;320119;Détermination du résultat imposable des entreprises de transport maritime en fonction du tonnage de leurs navires;395;3810;nc;Entreprises;40
Impôt sur les sociétés;Modalités particulières d'imposition;;320121;Crédit d'impôt pour dépenses de production d'oeuvres cinématographiques;85;160;101;Entreprises;152
Impôt sur les sociétés;Modalités particulières d'imposition;;320122;Déduction pour les groupements d'employeurs des sommes inscrites à un compte d'affectation spéciale et destinées à couvrir leur responsabilité solidaire pour le paiement des dettes salariales;8;8;8;Entreprises;Non déterminé
Impôt sur les sociétés;Modalités particulières d'imposition;;320128;Crédit d'impôt pour la production phonographique;12;13;13;Entreprises;348
Impôt sur les sociétés;Modalités particulières d'imposition;;320129;Crédit d'impôt pour dépenses de production d'oeuvres audiovisuelles;140;188;219;Entreprises;244
Impôt sur les sociétés;Modalités particulières d'imposition;;320131;Réduction d’impôt pour souscription au capital des sociétés de presse;-;ε;ε;Entreprises;0
Impôt sur les sociétés;Modalités particulières d'imposition;;320134;Crédit d'impôt pour le rachat des entreprises par les salariés;1;1;1;Entreprises;54
Impôt sur les sociétés;Modalités particulières d'imposition;;320135;Crédit d'impôt pour les entreprises de création de jeux vidéos;63;43;31;Entreprises;115
Impôt sur les sociétés;Modalités particulières d'imposition;;320136;Crédit d'impôt à raison des investissements effectués dans le secteur du logement social dans les départements d'outre-mer avant le 31 décembre 2025;208;nc;nc;Entreprises;51
Impôt sur les sociétés;Modalités particulières d'imposition;;320138;Déduction de la part des excédents mis en réserves impartageables par les sociétés coopératives d'intérêt collectif;1;1;1;Entreprises;30
Impôt sur les sociétés;Modalités particulières d'imposition;;320140;Crédit d'impôt pour dépenses de production d'oeuvres cinématographiques et audiovisuelles engagées par des entreprises de production exécutive;77;120;201;Entreprises;145
Impôt sur les sociétés;Modalités particulières d'imposition;;320141;Imposition au taux réduit de 19 % des plus-values de cession de locaux professionnels ou de terrains à bâtir, situés dans les zones les plus tendues, au profit d’une personne morale, sous réserve que le cessionnaire s’engage à transformer ces immeubles en locaux d’habitation ou à y construire de tels locaux dans un délai de 4 ans, une prolongation de ce délai, n’excédant pas une année et renouvelable une fois, peut être accordée sur demande de l’acquéreur;11;9;7;Entreprises;36
Impôt sur les sociétés;Modalités particulières d'imposition;;320142;Crédit d'impôt pour dépenses de production de spectacles vivants;10;15;15;Entreprises;314
Impôt sur les sociétés;Modalités particulières d'imposition;;320143;Réduction d'impôt pour mise à disposition d'une flotte de vélos;1;1;1;Entreprises;700
Impôt sur les sociétés;Modalités particulières d'imposition;;320144;Crédit d'impôt pour dépenses de création audiovisuelle et cinématographique, redevances versées aux organismes de gestion collective et rémunérations versées directement aux auteurs;0;4;nc;Entreprises;0
Impôt sur les sociétés;Modalités particulières d'imposition;;320145;Crédit d'impôt en faveur des représentations théâtrales d'œuvres dramatiques;-;4;4;Entreprises;0
Impôt sur les sociétés;Modalités particulières d'imposition;;320146;Réduction d’impôt sur les sociétés à raison des investissements productifs neufs et des investissements dans le secteur du logement intermédiaire et social réalisés dans les collectivités d’outre-mer et en Nouvelle-Calédonie;-;-;nc;Entreprises;0
Impôt sur les sociétés;Modalités particulières d'imposition;;320147;Créance à l’impôt sur les sociétés en faveur des investisseurs institutionnels qui détiennent des logements locatifs intermédiaires;-;-;-;Entreprises;0
Impôt sur les sociétés;Modalités particulières d'imposition;;320148;Crédit d’impôt pour dépenses d’édition d’œuvres musicales;-;-;2;Entreprises;0
Autres impôts directs;Retenues à la source;;430101;Exonération des retenues à la source prévues aux c et b du I de l'article 182 B du CGI et à l'article 119 bis du CGI à raison des bénéfices réalisés en France et des revenus de source française perçus par des organismes chargés de l'organisation en France d'une compétition sportive internationale et de leurs filiales, directement liés à l'organisation de la compétition sportive internationale;1;1;1;Entreprises;Non déterminé
Autres impôts directs;Impôt sur la fortune immobilière;Exonérations;440101;Exonération des immeubles affectés à l'activité professionnelle principale du redevable ou à l’activité opérationnelle de l’entreprise dans laquelle le redevable exerce son activité professionnelle principale;nc;nc;nc;Ménages;Non déterminé
Autres impôts directs;Impôt sur la fortune immobilière;Exonérations;440102;Exonération partielle des bois et forêts, des parts de groupement forestier, des biens ruraux loués par bail à long terme et des parts de GFA;38;41;43;Ménages;22905
Autres impôts directs;Impôt sur la fortune immobilière;Exonérations;440103;Limitation de l'imposition à l'IFI à raison des seuls biens situés en France des personnes qui n'ont pas été fiscalement domiciliées en France au cours des cinq années civiles précédant celle au cours de laquelle elles ont élu domicile en France;8;8;8;Ménages;Non déterminé
Autres impôts directs;Impôt sur la fortune immobilière;Exonérations;440104;Exonération en faveur des petits porteurs détenant moins de 5% du capital ou des droits de vote d'une société d'investissements immobiliers cotée (SIIC);nc;nc;nc;Ménages;Non déterminé
Autres impôts directs;Impôt sur la fortune immobilière;Réductions de droits;440201;Réduction d'impôt au titre de certains dons;119;133;133;Ménages;29160
Droits d'enregistrement et de timbre;Dispositions communes aux droits d'enregistrement et de timbre;;500101;Exonération de droits d'enregistrement et de timbre des sociétés coopératives agricoles de céréales, d'insémination artificielle et d'utilisation de matériel agricole;nc;nc;nc;Entreprises;Non déterminé
Droits d'enregistrement et de timbre;Dispositions communes aux droits d'enregistrement et de timbre;;500102;Réduction de 50 % des tarifs des droits d'enregistrement et de timbre en Guyane;6;8;8;Entreprises et ménages;Non déterminé
Droits d'enregistrement et de timbre;Dispositions communes aux mutations à titre gratuit et à titre onéreux;;510101;Exonération des mutations à titre gratuit ou onéreux portant sur des oeuvres d'art, livres, objets de collection ou documents de haute valeur artistique ou historique et agréés, dont le nouveau propriétaire fait don à l'Etat;0;0;0;Ménages;0
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520104;Exonération des mutations en faveur de certaines collectivités locales, de certains organismes, établissements publics ou d'utilité publique, ou de personnes morales ou d'organismes étrangers situés dans un Etat membre de l'Union européenne ou partie à l'Espace économique européen dont les objectifs et caractéristiques sont similaires;nc;nc;nc;Entreprises;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520105;Exonération des monuments historiques classés ou inscrits et des parts de SCI familiales détenant des biens de cette nature;1;1;1;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520107;Exonération sous certaines conditions et dans certaines limites des immeubles neufs acquis entre le 1er juin 1993 et le 31 décembre 1994 ou entre le 1er août et le 31 décembre 1995, et des immeubles anciens acquis entre le 1er août 1995 et le 31 décembre 1996;nc;nc;nc;Entreprises et ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520108;Exonération de droits de mutation pour les successions des victimes d'opérations militaires ou d'actes de terrorisme;nc;nc;nc;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520109;Exonération partielle de droits de mutation des bois et forêts, des sommes déposées sur un compte d'investissement forestier et d'assurance (CIFA), des parts d'intérêts détenues dans un groupement forestier, des biens ruraux loués par bail à long terme, des parts de GFA et de la fraction des parts de groupements forestiers ruraux représentative de biens de nature forestière et celle représentative de biens de nature agricole;50;50;50;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520110;Exonération partielle, sous certaines conditions, de droits de mutation à titre gratuit lors de la transmission d'entreprises exploitées sous la forme individuelle ou détenues sous forme sociale;500;500;500;Entreprises et ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520111;Exonération des dons et legs consentis à des associations d'utilité publique de protection de l'environnement et de défense des animaux;1;1;1;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520112;Exonération temporaire des mutations par décès portant sur des immeubles et des droits immobiliers situés en Corse;20;20;20;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520114;Abattement sur la part nette de l'héritier à concurrence du montant des dons effectués au profit de fondations, de certaines associations, de certains organismes reconnus d'utilité publique, des organismes mentionnés à l'article 794 du C.G.I., de l'Etat et de ses établissements publics;1;1;1;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520116;Exonération de droits de mutation des successions des sapeurs-pompiers décédés en opération de secours et des personnes décédées dans l’exercice de missions de sécurité civile;ε;ε;ε;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520118;Exonération, sous certaines conditions, de droits de mutation à titre gratuit, à concurrence des trois quarts de leur montant, en faveur des successions et donations intéressant les propriétés non bâties qui ne sont pas de nature de bois et forêts et situées dans les sites NATURA 2000, les zones centrales des parcs nationaux, les réserves naturelles, les sites classés et les espaces naturels remarquables du littoral;10;10;10;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520121;Exonération au bénéfice du donataire des dons ouvrant droit, pour le donateur, à la réduction d'impôt sur la fortune immobilière;80;80;80;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520122;Exonération de droits de mutation des successions des policiers, des gendarmes et des agents des douanes décédés dans l'accomplissement de leur mission;ε;ε;ε;Ménages;11
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520123;Exonération de droits de succession sur les immeubles non bâtis ou les droits portant sur ces immeubles, de faible valeur et indivis au sein d'une parcelle cadastrale, pour lesquels le droit de propriété du défunt n'a pas été constaté avant son décès, sous condition de reconstitution des titres de propriété;nc;nc;nc;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520126;Exonération partielle de droits de mutation à titre gratuit des immeubles et droits immobiliers, à concurrence de 50 % de leur valeur, à raison de la première transmission à titre gratuit postérieure à la reconstitution des titres de propriété y afférents et régulièrement constatés entre le 1er octobre 2014 et la 31 décembre 2027;nc;nc;nc;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520127;Exonération de droits de mutation des dons en numéraires reçus par les victimes d'actes terroristes ou, en cas de décès, par leurs proches et des dons numéraires reçus par les militaires, policiers, gendarmes, sapeurs-pompiers ou agents des douanes blessés en opération ou, en cas de décès, par leurs proches;nc;nc;nc;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520128;Exonération temporaire de certaines mutations portant sur les immeubles et les droits immobiliers situés à Mayotte réalisées entre le 1er janvier 2018 et le 31 décembre 2025;nc;nc;nc;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Exonérations;520129;Exonération temporaire de droits de mutation à titre gratuit (DMTG) dans la limite de 100 000 euros pour les dons de sommes d’argent effectués entre le 1er juillet 2020 et le 30 juin 2021 sous condition d’affectation des sommes reçues par le bénéficiaire à la souscription  au capital d’une petite entreprise, à des travaux de rénovation énergétique ou à la construction de sa résidence principale.;nc;-;-;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Abattements;520201;Abattement effectué sur l'actif taxable aux droits de mutation revenant à tout héritier, légataire ou donataire handicapé physique ou mental;100;100;100;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Abattements;520209;Abattement de 300 000 € sur la valeur du fonds ou de la clientèle d’une entreprise individuelle ou de parts ou actions de société pour la liquidation des droits de mutation à titre gratuit en cas de donations aux salariés;nc;nc;nc;Entreprises et ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Réductions de droits;520302;Réduction de droits en raison de la qualité du donataire ou de l'héritier (mutilé, etc.);ε;ε;ε;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Déductions de l'actif;520401;Déduction de l'actif successoral des rentes ou indemnités versées ou dues en réparation de dommages corporels liés à un accident ou une maladie;nc;nc;nc;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Déductions de l'actif;520402;Déduction de l'actif successoral des frais de reconstitution de titres de propriété d'immeubles ou de droits immobiliers pour lesquels le droit de propriété du défunt n'a pas été constaté avant son décès, sous condition de reconstitution des titres de propriété;nc;nc;nc;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre gratuit;Déductions de l'actif;520403;Déduction de la valeur déclarée d'immeubles ou de droits immobiliers transmis par donation, des frais de reconstitution des titres de propriété y afférents engagés dans les vingt-quatre mois précédant la donation et mis à la charge du donateur par le notaire, sous condition de reconstitution des titres de propriété.;nc;nc;nc;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations d'immeubles;530101;Exonération des transferts de biens de toute nature opérés entre organismes HLM, sociétés de crédit immobilier ou leurs unions, sociétés d'économie mixte exerçant une activité de construction ou de gestion dans le secteur du logement social au sens de l'article L. 411-1 du code de la construction et de l'habitation et organismes bénéficiant de l’agrément maîtrise d’ouvrage (article L. 365-2 du code de la construction et de l’habitation) en matière de droit proportionnel;nc;nc;nc;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations d'immeubles;530102;Application d'un droit fixe au lieu de la taxe de publicité foncière sur la transmission de biens appartenant à un organisme d'intérêt public au profit d'un établissement reconnu d'utilité publique effectuée dans un but d'intérêt général ou de bonne administration;nc;nc;nc;Entreprises;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations de biens meubles;530202;Exonération des acquisitions d'actions de sociétés d'économie mixte par les collectivités locales;nc;nc;nc;Entreprises;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations de biens meubles;530203;Exonération des cessions de parts de fonds communs de placement à risques, de certains fonds professionnels spécialisés, de fonds professionnels de capital investissement et de sociétés de libre partenariat;36;36;36;Entreprises et ménages;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations de biens meubles;530206;Exonération du droit budgétaire de 2 % de mutation pour les acquisitions de fonds de commerce dans certaines zones prioritaires d'aménagement du territoire;nc;nc;nc;Entreprises;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations de biens meubles;530207;Application du droit d’enregistrement de 3 % (0,1 % à compter du 1er août 2012) pour les actes et conventions conclues à compter du 6 août 2008 sur les cessions d’actions de sociétés d’économie mixte exerçant une activité de construction ou de gestion de logements sociaux, d’organismes d’HLM ou de certaines sociétés foncières;6;6;6;Entreprises;28
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations de biens meubles;530208;Exonération des cessions réalisées par les SAFER;2;2;2;Entreprises;15400
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations de biens meubles;530211;Exonération de droit d'enregistrement pour les acquisitions de droits sociaux effectués par une société créée en vue de racheter une autre société;nc;nc;nc;Entreprises;Non déterminé
Droits d'enregistrement et de timbre;Mutations à titre onéreux - Taxe de publicité foncière;Mutations de biens meubles;530212;Application d'un abattement de 300 000 € sur la valeur du fonds ou de la clientèle en cas de cession en pleine propriété de fonds artisanaux, de fonds de commerce, de fonds agricoles ou de clientèles d'une entreprise individuelle ou de parts ou actions d'une société;nc;nc;nc;Entreprises et ménages;Non déterminé
Droits d'enregistrement et de timbre;Actes soumis à un droit fixe d'enregistrement ou à une taxe fixe de publicité foncière;;540102;Exonération de droit d'enregistrement et de taxe de publicité foncière des cessions effectuées par une personne publique et des actes de notoriété et décisions judiciaires constatant l'usucapion réalisés, au profit de propriétaires irréguliers de biens immeubles situés à Mayotte, du 1er janvier 2018 au 31 décembre 2025;nc;nc;nc;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Partages et opérations assimilées;;550102;Exonération du droit de 2,50% sur les actes de partage des copropriétés;ε;ε;ε;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Partages et opérations assimilées;;550104;Exonération du droit de partage de 2,5 % pour les actes de partage de succession et les licitations de biens héréditaires survenus entre le 1er janvier 2017 et le 31 décembre 2027 à hauteur de la valeur des immeubles situés en Corse;nc;nc;nc;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Partages et opérations assimilées;;550105;Exonération du droit de partage de 2,5% à hauteur de la valeur des immeubles situés à Mayotte pour les partages de succession et les licitations de biens héréditaires établis entre le 1er janvier 2018 et le 31 décembre 2025;nc;nc;nc;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Droits dus par les sociétés;Apports recouvrant une mutation;570101;"Exonération, sous certaines conditions, du droit proportionnel ou progressif dû : - pour les apports purs et simples faits à une personne morale passible de l'impôt sur les sociétés par une personne non passible de cet impôt ; - lorsqu'une personne morale non passible de l'impôt sur les sociétés devient passible de cet impôt";nc;nc;nc;Entreprises;Non déterminé
Droits d'enregistrement et de timbre;Droits dus par les sociétés;Apports recouvrant une mutation;570102;Exonération du droit proportionnel ou progressif de mutation sur les apports à titre onéreux d'entreprises individuelles faits à des sociétés passibles de l'impôt sur les sociétés;nc;nc;nc;Entreprises;Non déterminé
Droits d'enregistrement et de timbre;Droits dus par les sociétés;Dispositions diverses;570202;Droit fixe applicable à certaines opérations concernant les sociétés transparentes et les sociétés civiles immobilières régies par l'article L. 443-6-2 et suivants du code de la construction et de l'habitation;nc;nc;nc;Entreprises;Non déterminé
Droits d'enregistrement et de timbre;Prélèvement de 20% sur l'assurance vie;;580102;Suppression du prélèvement de 20 % sur les capitaux décès lorsque le bénéficiaire est exonéré de droit de mutation à titre gratuit;90;90;90;Ménages;Non déterminé
Droits d'enregistrement et de timbre;Prélèvement de 20% sur l'assurance vie;;580103;"Application d'un abattement d'assiette proportionnel de 20% aux contrats d'assurance-vie en unités de compte dénommés ""vie-génération"" dont les actifs sont investis en partie dans le logement social ou intermédiaire, l'économie sociale et solidaire, le capital-risque ou dans des entreprises de taille intermédiaire";ε;ε;ε;Ménages;Non déterminé
Taxe sur la valeur ajoutée;Régimes ultramarins;;710101;Exonération des transports maritimes de personnes et de marchandises en Guadeloupe, en Martinique et à La Réunion;ε;ε;ε;Entreprises;59
Taxe sur la valeur ajoutée;Régimes ultramarins;;710102;Exonération de certains produits et matières premières ainsi que des produits pétroliers en Guadeloupe, en Martinique et à La Réunion;190;225;235;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Régimes ultramarins;;710103;Niveau des taux en Guadeloupe, en Martinique et à La Réunion (8,5 % pour le taux normal et 2,1 % pour le taux réduit);3100;3350;3500;Entreprises;71500
Taxe sur la valeur ajoutée;Régimes ultramarins;;710105;Non applicabilité provisoire de la TVA en Guyane et à Mayotte;200;215;225;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Régimes ultramarins;;710107;Exonération de TVA des ventes et importations de riz à La Réunion;1;1;1;Ménages;520000
Taxe sur la valeur ajoutée;Régimes ultramarins;;710108;Exonération des livraisons de biens dans certaines communes de Guadeloupe ou de Martinique réalisées auprès des touristes effectuant une croisière;-;-;1;Entreprises;0
Taxe sur la valeur ajoutée;Régimes ultramarins;;710109;Exclusion de la base d'imposition des marges commerciales sur la distribution de tabac en Guadeloupe, en Martinique et à La Réunion;90;95;95;Entreprises et ménages;14
Taxe sur la valeur ajoutée;Régimes ultramarins;;710110;Taux de 2,10 % applicable à certaines opérations relatives au logement social outre-mer qui sont éligibles soit aux prêts locatifs sociaux, soit au crédit d’impôt sur les sociétés en faveur de l’investissement dans les logements neufs outre-mer;37;36;36;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Exonérations;Exonérations à caractère social;720106;Exonération des associations intermédiaires conventionnées, visées à l'article L. 5132-7 du code du travail dont la gestion est désintéressée;100;110;115;Entreprises;650
Taxe sur la valeur ajoutée;Exonérations;Exonérations à caractère social;720107;Exonération des services rendus aux personnes physiques par les associations agréées en application de l'article L. 7232-1 du code du travail;600;650;680;Entreprises;5100
Taxe sur la valeur ajoutée;Exonérations;Exonérations à caractère social;720108;Exonération des prestations de services et des livraisons de biens qui leur sont étroitement liées, effectuées dans le cadre de la garde d'enfants par les établissements visés aux deux premiers alinéas de l'article L. 2324-1 du code de la santé publique et assurant l'accueil des enfants de moins de trois ans;75;80;80;Entreprises;2245
Taxe sur la valeur ajoutée;Exonérations;Autres exonérations;720201;Exonération de la partie du trajet effectué à l'intérieur de l'espace maritime national pour les transports aériens ou maritimes de personnes et de marchandises en provenance ou à destination de la Corse;3;4;4;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Exonérations;Autres exonérations;720203;Exonération des publications des collectivités publiques et des organismes à but non lucratif;1;1;1;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Exonérations;Autres exonérations;720206;Exonération des produits de leur pêche vendus par les marins-pêcheurs et armateurs à la pêche en mer;4;5;5;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Exonérations;Autres exonérations;720207;Exonération de TVA sur les objets d'art, de collection et d'antiquité, importés par les établissements agréés par le ministre chargé des affaires culturelles;8;5;5;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730205;Taux de 10% pour la fourniture de logements dans les hôtels;480;520;545;Entreprises;28200
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730206;Taux de 10% applicable à la fourniture de logements dans les terrains de camping classés;223;246;258;Entreprises;8000
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730207;Taux de 10% pour les recettes provenant de la fourniture des repas par les cantines d'entreprises ou d'administrations;330;364;382;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730208;Taux de 10% pour les prestations de soins dispensées par les établissements thermaux autorisés;12;13;14;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730210;Taux de 10 % dans le secteur du logement locatif social pour les opérations qui ne sont pas éligibles au taux réduit de 5,5 %;990;nc;nc;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730212;Taux de 10% applicable aux éléments constitutifs des aliments pour animaux producteurs de denrées alimentaires destinés à la consommation humaine, aux engrais, aux amendements calcaires et produits phytopharmaceutiques utilisables en agriculture biologique et aux matières fertilisantes ou supports de culture d'origine organique agricole;27;29;30;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730213;Taux de 10 % pour les travaux d’amélioration, de transformation, d’aménagement et d’entretien, autres que les travaux de rénovation énergétiques soumis au taux de 5,5 % en application de l’article 278-0 bis A, portant sur les logements achevés depuis plus de deux ans;3990;4330;4540;Entreprises;289770
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730214;Taux de 10% pour les services d'aide à la personne fournis par des associations, des entreprises ou des organismes déclarés en application de l'article L. 7232-1-1 du code du travail;120;125;131;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730216;Taux de 5,5 % dans le secteur de l’accession sociale à la propriété et dans le secteur du logement locatif social pour les logements financés par un prêt locatif aidé d’intégration (PLAI), pour les logements financés par un prêt locatif à usage social (PLUS) lorsqu’ils relèvent de la politique de renouvellement urbain, ainsi que pour certains travaux portant sur ces logements ou participant au renouvellement urbain;1135;nc;nc;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730218;Taux de 5,5% pour la fourniture par réseaux d'énergie d'origine renouvelable;66;66;66;Entreprises;Non déterminé
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730221;Taux de 10% pour la restauration commerciale (consommation sur place et vente à emporter en vue d'une consommation immédiate);3605;3984;4180;Entreprises;Non déterminé
